1.000000000000000000e+02,9.801288604736328125e+00
2.000000000000000000e+02,1.027592468261718750e+01
3.000000000000000000e+02,1.075056076049804688e+01
4.000000000000000000e+02,1.122519683837890625e+01
5.000000000000000000e+02,1.169983291625976562e+01
6.000000000000000000e+02,1.217446517944335938e+01
7.000000000000000000e+02,1.264910125732421875e+01
8.000000000000000000e+02,1.312373352050781250e+01
9.000000000000000000e+02,1.359837341308593750e+01
1.000000000000000000e+03,1.407300567626953125e+01
1.100000000000000000e+03,1.456126785278320312e+01
1.200000000000000000e+03,1.507766723632812500e+01
1.300000000000000000e+03,1.559584808349609375e+01
1.400000000000000000e+03,1.625367736816406250e+01
1.500000000000000000e+03,1.692787170410156250e+01
1.600000000000000000e+03,1.760206985473632812e+01
1.700000000000000000e+03,1.827626800537109375e+01
1.800000000000000000e+03,1.895045471191406250e+01
1.910000000000000000e+03,1.969207382202148438e+01
2.010000000000000000e+03,2.036626625061035156e+01
2.110000000000000000e+03,2.104046058654785156e+01
2.210000000000000000e+03,2.174905014038085938e+01
2.320000000000000000e+03,2.259357643127441406e+01
2.420000000000000000e+03,2.336133193969726562e+01
2.520000000000000000e+03,2.412908744812011719e+01
2.630000000000000000e+03,2.497361564636230469e+01
2.730000000000000000e+03,2.582213973999023438e+01
2.830000000000000000e+03,2.667314529418945312e+01
2.940000000000000000e+03,2.760924720764160156e+01
3.040000000000000000e+03,2.846025085449218750e+01
3.150000000000000000e+03,2.939635467529296875e+01
3.250000000000000000e+03,3.026675987243652344e+01
3.360000000000000000e+03,3.130248832702636719e+01
3.460000000000000000e+03,3.224406433105468750e+01
3.570000000000000000e+03,3.327978897094726562e+01
3.680000000000000000e+03,3.431552124023437500e+01
3.790000000000000000e+03,3.535124969482421875e+01
3.890000000000000000e+03,3.629282379150390625e+01
4.000000000000000000e+03,3.733375930786132812e+01
4.110000000000000000e+03,3.837650680541992188e+01
4.220000000000000000e+03,3.941925430297851562e+01
4.330000000000000000e+03,4.046200561523437500e+01
4.440000000000000000e+03,4.150475311279296875e+01
4.550000000000000000e+03,4.254750442504882812e+01
4.660000000000000000e+03,4.359025192260742188e+01
4.770000000000000000e+03,4.463300323486328125e+01
4.890000000000000000e+03,4.582181549072265625e+01
5.000000000000000000e+03,4.703889465332031250e+01
5.120000000000000000e+03,4.836661529541015625e+01
5.230000000000000000e+03,4.958369064331054688e+01
5.350000000000000000e+03,5.091141510009765625e+01
5.460000000000000000e+03,5.212849044799804688e+01
5.580000000000000000e+03,5.345621109008789062e+01
5.700000000000000000e+03,5.478393554687500000e+01
5.820000000000000000e+03,5.611165618896484375e+01
5.940000000000000000e+03,5.743937683105468750e+01
6.060000000000000000e+03,5.876709747314453125e+01
6.180000000000000000e+03,6.009481811523437500e+01
6.310000000000000000e+03,6.153318405151367188e+01
6.430000000000000000e+03,6.269551467895507812e+01
6.560000000000000000e+03,6.369404220581054688e+01
6.680000000000000000e+03,6.454322814941406250e+01
6.810000000000000000e+03,6.537120819091796875e+01
6.940000000000000000e+03,6.603901672363281250e+01
7.070000000000000000e+03,6.669062042236328125e+01
7.200000000000000000e+03,6.734221649169921875e+01
7.340000000000000000e+03,6.804394531250000000e+01
7.470000000000000000e+03,6.869554138183593750e+01
7.610000000000000000e+03,6.939727020263671875e+01
7.750000000000000000e+03,7.009899139404296875e+01
7.890000000000000000e+03,7.080072021484375000e+01
8.030000000000000000e+03,7.150244140625000000e+01
8.180000000000000000e+03,7.225428771972656250e+01
8.330000000000000000e+03,7.300613403320312500e+01
8.480000000000000000e+03,7.375798034667968750e+01
8.630000000000000000e+03,7.450982666015625000e+01
8.780000000000000000e+03,7.526168060302734375e+01
8.940000000000000000e+03,7.606365203857421875e+01
9.100000000000000000e+03,7.686561584472656250e+01
9.270000000000000000e+03,7.771771240234375000e+01
9.440000000000000000e+03,7.856980895996093750e+01
9.610000000000000000e+03,7.942190551757812500e+01
9.790000000000000000e+03,8.032411956787109375e+01
9.970000000000000000e+03,8.122633361816406250e+01
1.015000000000000000e+04,8.212855529785156250e+01
1.035000000000000000e+04,8.313101959228515625e+01
1.055000000000000000e+04,8.412197875976562500e+01
1.075000000000000000e+04,8.507661437988281250e+01
1.097000000000000000e+04,8.609706115722656250e+01
1.119000000000000000e+04,8.708749389648437500e+01
1.143000000000000000e+04,8.816796875000000000e+01
1.168000000000000000e+04,8.929347229003906250e+01
1.194000000000000000e+04,9.046398925781250000e+01
1.222000000000000000e+04,9.172454071044921875e+01
1.253000000000000000e+04,9.312016296386718750e+01
1.287000000000000000e+04,9.465082550048828125e+01
1.325000000000000000e+04,9.636157989501953125e+01
1.370000000000000000e+04,9.838746643066406250e+01
1.429000000000000000e+04,1.010436325073242188e+02
1.570000000000000000e+04,1.073914337158203125e+02
